,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,window
0,354.1051025390625,343.2912902832031,1,20,100,128,0.001,1000.0,g1000.0,1
1,300.4056396484375,342.2010192871094,1,20,100,128,0.001,1000.0,g1000.0,1
2,343.09637451171875,340.63397216796875,1,20,100,128,0.001,1000.0,g1000.0,1
3,317.27703857421875,338.6639404296875,1,20,100,128,0.001,1000.0,g1000.0,1
4,238.59994506835938,336.3924560546875,1,20,100,128,0.001,1000.0,g1000.0,1
5,283.156005859375,333.82440185546875,1,20,100,128,0.001,1000.0,g1000.0,1
6,278.9630126953125,331.0013427734375,1,20,100,128,0.001,1000.0,g1000.0,1
7,284.10784912109375,327.9446716308594,1,20,100,128,0.001,1000.0,g1000.0,1
8,279.7259521484375,324.6938171386719,1,20,100,128,0.001,1000.0,g1000.0,1
9,260.8558349609375,321.29058837890625,1,20,100,128,0.001,1000.0,g1000.0,1
10,286.1796875,317.73870849609375,1,20,100,128,0.001,1000.0,g1000.0,1
11,242.43447875976562,314.08050537109375,1,20,100,128,0.001,1000.0,g1000.0,1
12,288.341796875,310.29931640625,1,20,100,128,0.001,1000.0,g1000.0,1
13,267.22650146484375,306.4393615722656,1,20,100,128,0.001,1000.0,g1000.0,1
14,276.9516906738281,302.494873046875,1,20,100,128,0.001,1000.0,g1000.0,1
15,256.734375,298.4931945800781,1,20,100,128,0.001,1000.0,g1000.0,1
16,272.7854309082031,294.4376220703125,1,20,100,128,0.001,1000.0,g1000.0,1
17,247.03375244140625,290.36083984375,1,20,100,128,0.001,1000.0,g1000.0,1
18,251.75747680664062,286.270263671875,1,20,100,128,0.001,1000.0,g1000.0,1
19,244.34523010253906,282.1810302734375,1,20,100,128,0.001,1000.0,g1000.0,1
20,214.75411987304688,278.10980224609375,1,20,100,128,0.001,1000.0,g1000.0,1
21,264.9239501953125,274.0296630859375,1,20,100,128,0.001,1000.0,g1000.0,1
22,241.75,269.9534912109375,1,20,100,128,0.001,1000.0,g1000.0,1
23,245.65292358398438,265.8870544433594,1,20,100,128,0.001,1000.0,g1000.0,1
24,279.6310729980469,261.8055114746094,1,20,100,128,0.001,1000.0,g1000.0,1
25,228.08934020996094,257.7490539550781,1,20,100,128,0.001,1000.0,g1000.0,1
