,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name
0,276.3727722167969,340.6477966308594,1,20,100,128,0.001,1.0,x4.3
1,311.25152587890625,561.9598999023438,1,20,100,128,0.001,1.0,x4.3
2,526.62939453125,807.3866577148438,1,20,100,128,0.001,1.0,x4.3
3,732.3316650390625,1108.9908447265625,1,20,100,128,0.001,1.0,x4.3
4,1060.2529296875,1272.4168701171875,1,20,100,128,0.001,1.0,x4.3
5,1156.231689453125,1463.42138671875,1,20,100,128,0.001,1.0,x4.3
6,1348.2484130859375,1590.738037109375,1,20,100,128,0.001,1.0,x4.3
7,1455.053466796875,714.4813232421875,1,20,100,128,0.001,1.0,x4.3
8,671.6661987304688,2132448.75,1,20,100,128,0.001,1.0,x4.3
9,2126935.0,5.424535260988542e+32,1,20,100,128,0.001,1.0,x4.3
10,5.424532939850968e+32,,1,20,100,128,0.001,1.0,x4.3
11,,,1,20,100,128,0.001,1.0,x4.3
12,,,1,20,100,128,0.001,1.0,x4.3
13,,,1,20,100,128,0.001,1.0,x4.3
14,,,1,20,100,128,0.001,1.0,x4.3
15,,,1,20,100,128,0.001,1.0,x4.3
16,,,1,20,100,128,0.001,1.0,x4.3
17,,,1,20,100,128,0.001,1.0,x4.3
18,,,1,20,100,128,0.001,1.0,x4.3
19,,,1,20,100,128,0.001,1.0,x4.3
20,,,1,20,100,128,0.001,1.0,x4.3
21,,,1,20,100,128,0.001,1.0,x4.3
22,,,1,20,100,128,0.001,1.0,x4.3
23,,,1,20,100,128,0.001,1.0,x4.3
24,,,1,20,100,128,0.001,1.0,x4.3
25,,,1,20,100,128,0.001,1.0,x4.3
26,,,1,20,100,128,0.001,1.0,x4.3
27,,,1,20,100,128,0.001,1.0,x4.3
28,,,1,20,100,128,0.001,1.0,x4.3
29,,,1,20,100,128,0.001,1.0,x4.3
30,,,1,20,100,128,0.001,1.0,x4.3
31,,,1,20,100,128,0.001,1.0,x4.3
32,,,1,20,100,128,0.001,1.0,x4.3
33,,,1,20,100,128,0.001,1.0,x4.3
