,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,window
0,278.1732482910156,343.34942626953125,1,20,100,128,0.001,1000.0,g1000.0,1
1,258.3073425292969,342.35784912109375,1,20,100,128,0.001,1000.0,g1000.0,1
2,248.61294555664062,340.9535827636719,1,20,100,128,0.001,1000.0,g1000.0,1
3,284.67608642578125,339.15997314453125,1,20,100,128,0.001,1000.0,g1000.0,1
4,303.2855224609375,337.00079345703125,1,20,100,128,0.001,1000.0,g1000.0,1
5,311.18743896484375,334.5034484863281,1,20,100,128,0.001,1000.0,g1000.0,1
6,303.6217956542969,331.7155456542969,1,20,100,128,0.001,1000.0,g1000.0,1
7,319.8889465332031,328.6561584472656,1,20,100,128,0.001,1000.0,g1000.0,1
8,284.50164794921875,325.3894348144531,1,20,100,128,0.001,1000.0,g1000.0,1
9,292.89501953125,321.9341735839844,1,20,100,128,0.001,1000.0,g1000.0,1
10,260.07391357421875,318.34210205078125,1,20,100,128,0.001,1000.0,g1000.0,1
11,287.9775085449219,314.61175537109375,1,20,100,128,0.001,1000.0,g1000.0,1
12,270.1966247558594,310.7835998535156,1,20,100,128,0.001,1000.0,g1000.0,1
13,257.7248229980469,306.876953125,1,20,100,128,0.001,1000.0,g1000.0,1
14,254.55715942382812,302.91485595703125,1,20,100,128,0.001,1000.0,g1000.0,1
15,251.23455810546875,298.9078674316406,1,20,100,128,0.001,1000.0,g1000.0,1
16,216.98153686523438,294.8904113769531,1,20,100,128,0.001,1000.0,g1000.0,1
17,225.74569702148438,290.86602783203125,1,20,100,128,0.001,1000.0,g1000.0,1
18,246.74996948242188,286.82720947265625,1,20,100,128,0.001,1000.0,g1000.0,1
19,254.36614990234375,282.7731018066406,1,20,100,128,0.001,1000.0,g1000.0,1
20,221.16387939453125,278.7269592285156,1,20,100,128,0.001,1000.0,g1000.0,1
21,205.24468994140625,274.705078125,1,20,100,128,0.001,1000.0,g1000.0,1
22,210.2976531982422,270.7099304199219,1,20,100,128,0.001,1000.0,g1000.0,1
23,233.99314880371094,266.7120056152344,1,20,100,128,0.001,1000.0,g1000.0,1
24,208.96315002441406,262.7388000488281,1,20,100,128,0.001,1000.0,g1000.0,1
25,217.54129028320312,258.7909851074219,1,20,100,128,0.001,1000.0,g1000.0,1
26,206.3529052734375,254.8761749267578,1,20,100,128,0.001,1000.0,g1000.0,1
27,212.27015686035156,250.98634338378906,1,20,100,128,0.001,1000.0,g1000.0,1
28,210.6797332763672,247.11239624023438,1,20,100,128,0.001,1000.0,g1000.0,1
29,202.87489318847656,243.25413513183594,1,20,100,128,0.001,1000.0,g1000.0,1
30,240.173095703125,239.37753295898438,1,20,100,128,0.001,1000.0,g1000.0,1
31,180.7262420654297,235.5257110595703,1,20,100,128,0.001,1000.0,g1000.0,1
32,197.30767822265625,231.68240356445312,1,20,100,128,0.001,1000.0,g1000.0,1
33,202.42745971679688,227.8457794189453,1,20,100,128,0.001,1000.0,g1000.0,1
34,179.9639892578125,224.00779724121094,1,20,100,128,0.001,1000.0,g1000.0,1
35,187.90676879882812,220.1495819091797,1,20,100,128,0.001,1000.0,g1000.0,1
36,180.10629272460938,216.26593017578125,1,20,100,128,0.001,1000.0,g1000.0,1
37,218.94027709960938,212.3076629638672,1,20,100,128,0.001,1000.0,g1000.0,1
38,207.71185302734375,208.283935546875,1,20,100,128,0.001,1000.0,g1000.0,1
39,163.0248565673828,204.20689392089844,1,20,100,128,0.001,1000.0,g1000.0,1
40,194.46221923828125,200.0201873779297,1,20,100,128,0.001,1000.0,g1000.0,1
41,141.3070831298828,195.77719116210938,1,20,100,128,0.001,1000.0,g1000.0,1
42,148.20811462402344,191.42210388183594,1,20,100,128,0.001,1000.0,g1000.0,1
43,149.63450622558594,186.9453887939453,1,20,100,128,0.001,1000.0,g1000.0,1
44,164.37225341796875,182.2661590576172,1,20,100,128,0.001,1000.0,g1000.0,1
45,117.10775756835938,177.42332458496094,1,20,100,128,0.001,1000.0,g1000.0,1
46,139.10830688476562,172.3380889892578,1,20,100,128,0.001,1000.0,g1000.0,1
47,120.62899780273438,167.04644775390625,1,20,100,128,0.001,1000.0,g1000.0,1
48,139.17233276367188,161.42564392089844,1,20,100,128,0.001,1000.0,g1000.0,1
49,121.44160461425781,155.52490234375,1,20,100,128,0.001,1000.0,g1000.0,1
50,144.35386657714844,149.2156524658203,1,20,100,128,0.001,1000.0,g1000.0,1
51,98.09476470947266,142.65142822265625,1,20,100,128,0.001,1000.0,g1000.0,1
52,106.02284240722656,135.75399780273438,1,20,100,128,0.001,1000.0,g1000.0,1
53,79.30216979980469,128.60540771484375,1,20,100,128,0.001,1000.0,g1000.0,1
54,80.81059265136719,121.20707702636719,1,20,100,128,0.001,1000.0,g1000.0,1
55,78.56645202636719,113.57516479492188,1,20,100,128,0.001,1000.0,g1000.0,1
56,111.19140625,105.58570861816406,1,20,100,128,0.001,1000.0,g1000.0,1
57,87.98406219482422,97.40020751953125,1,20,100,128,0.001,1000.0,g1000.0,1
58,58.16416931152344,89.34761810302734,1,20,100,128,0.001,1000.0,g1000.0,1
59,86.57511901855469,81.32124328613281,1,20,100,128,0.001,1000.0,g1000.0,1
60,77.50382232666016,73.46665954589844,1,20,100,128,0.001,1000.0,g1000.0,1
61,57.96400451660156,66.31916809082031,1,20,100,128,0.001,1000.0,g1000.0,1
62,48.89259338378906,60.02781295776367,1,20,100,128,0.001,1000.0,g1000.0,1
63,44.772117614746094,54.76482009887695,1,20,100,128,0.001,1000.0,g1000.0,1
64,38.86378479003906,50.53614807128906,1,20,100,128,0.001,1000.0,g1000.0,1
65,49.09038543701172,47.3265266418457,1,20,100,128,0.001,1000.0,g1000.0,1
66,35.54368591308594,45.262847900390625,1,20,100,128,0.001,1000.0,g1000.0,1
67,37.80799865722656,44.12956237792969,1,20,100,128,0.001,1000.0,g1000.0,1
68,42.899017333984375,43.73006057739258,1,20,100,128,0.001,1000.0,g1000.0,1
69,43.967567443847656,43.7788200378418,1,20,100,128,0.001,1000.0,g1000.0,1
70,44.625118255615234,44.017818450927734,1,20,100,128,0.001,1000.0,g1000.0,1
71,38.05207061767578,44.27066421508789,1,20,100,128,0.001,1000.0,g1000.0,1
72,42.38717269897461,44.37519073486328,1,20,100,128,0.001,1000.0,g1000.0,1
73,48.184173583984375,44.30440902709961,1,20,100,128,0.001,1000.0,g1000.0,1
74,47.97481918334961,44.093040466308594,1,20,100,128,0.001,1000.0,g1000.0,1
75,44.95935821533203,43.880741119384766,1,20,100,128,0.001,1000.0,g1000.0,1
76,59.56889343261719,43.74793243408203,1,20,100,128,0.001,1000.0,g1000.0,1
77,43.85486602783203,43.7157096862793,1,20,100,128,0.001,1000.0,g1000.0,1
78,57.17912292480469,43.80549621582031,1,20,100,128,0.001,1000.0,g1000.0,1
79,41.03159713745117,44.03084182739258,1,20,100,128,0.001,1000.0,g1000.0,1
80,38.80492401123047,44.412071228027344,1,20,100,128,0.001,1000.0,g1000.0,1
