,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name
0,244.28863525390625,343.38134765625,1,20,100,128,0.001,0.0,g0.0
1,294.4553527832031,342.3788146972656,1,20,100,128,0.001,0.0,g0.0
2,300.8946838378906,340.9269714355469,1,20,100,128,0.001,0.0,g0.0
3,276.1285095214844,339.09515380859375,1,20,100,128,0.001,0.0,g0.0
4,294.57623291015625,336.9173583984375,1,20,100,128,0.001,0.0,g0.0
5,325.25439453125,334.3923034667969,1,20,100,128,0.001,0.0,g0.0
6,303.481201171875,331.5852355957031,1,20,100,128,0.001,0.0,g0.0
7,285.9380798339844,328.5398254394531,1,20,100,128,0.001,0.0,g0.0
8,250.49497985839844,325.3246154785156,1,20,100,128,0.001,0.0,g0.0
9,281.7152099609375,321.9369201660156,1,20,100,128,0.001,0.0,g0.0
10,233.990966796875,318.43255615234375,1,20,100,128,0.001,0.0,g0.0
11,265.04248046875,314.8044128417969,1,20,100,128,0.001,0.0,g0.0
12,239.43849182128906,311.0947570800781,1,20,100,128,0.001,0.0,g0.0
13,265.37847900390625,307.2876281738281,1,20,100,128,0.001,0.0,g0.0
14,252.51882934570312,303.40582275390625,1,20,100,128,0.001,0.0,g0.0
15,276.93597412109375,299.4514465332031,1,20,100,128,0.001,0.0,g0.0
16,238.7429656982422,295.4678039550781,1,20,100,128,0.001,0.0,g0.0
17,277.9507751464844,291.4395446777344,1,20,100,128,0.001,0.0,g0.0
18,201.71136474609375,287.43243408203125,1,20,100,128,0.001,0.0,g0.0
19,256.842041015625,283.4112243652344,1,20,100,128,0.001,0.0,g0.0
20,238.21151733398438,279.38677978515625,1,20,100,128,0.001,0.0,g0.0
21,197.64767456054688,275.3963317871094,1,20,100,128,0.001,0.0,g0.0
22,231.56068420410156,271.41363525390625,1,20,100,128,0.001,0.0,g0.0
23,217.63528442382812,267.4508972167969,1,20,100,128,0.001,0.0,g0.0
24,251.35604858398438,263.4830017089844,1,20,100,128,0.001,0.0,g0.0
25,219.63742065429688,259.53765869140625,1,20,100,128,0.001,0.0,g0.0
26,207.8277130126953,255.62062072753906,1,20,100,128,0.001,0.0,g0.0
27,184.6835479736328,251.75009155273438,1,20,100,128,0.001,0.0,g0.0
28,246.30511474609375,247.86634826660156,1,20,100,128,0.001,0.0,g0.0
29,201.19180297851562,244.0146484375,1,20,100,128,0.001,0.0,g0.0
30,207.34869384765625,240.18727111816406,1,20,100,128,0.001,0.0,g0.0
31,169.79541015625,236.3964385986328,1,20,100,128,0.001,0.0,g0.0
32,208.7299346923828,232.61874389648438,1,20,100,128,0.001,0.0,g0.0
33,162.08148193359375,228.88958740234375,1,20,100,128,0.001,0.0,g0.0
34,157.66119384765625,225.1990966796875,1,20,100,128,0.001,0.0,g0.0
35,184.13565063476562,221.51097106933594,1,20,100,128,0.001,0.0,g0.0
36,149.5207977294922,217.84225463867188,1,20,100,128,0.001,0.0,g0.0
37,186.78028869628906,214.1460418701172,1,20,100,128,0.001,0.0,g0.0
38,174.60940551757812,210.4254150390625,1,20,100,128,0.001,0.0,g0.0
39,201.9114990234375,206.6224365234375,1,20,100,128,0.001,0.0,g0.0
40,154.23233032226562,202.78253173828125,1,20,100,128,0.001,0.0,g0.0
41,154.03045654296875,198.89808654785156,1,20,100,128,0.001,0.0,g0.0
42,128.5277557373047,194.9699249267578,1,20,100,128,0.001,0.0,g0.0
43,138.1676025390625,190.969482421875,1,20,100,128,0.001,0.0,g0.0
44,123.59317779541016,186.8800811767578,1,20,100,128,0.001,0.0,g0.0
45,152.30160522460938,182.6312255859375,1,20,100,128,0.001,0.0,g0.0
46,113.54755401611328,178.2423095703125,1,20,100,128,0.001,0.0,g0.0
47,125.67034912109375,173.66831970214844,1,20,100,128,0.001,0.0,g0.0
48,151.15599060058594,168.825439453125,1,20,100,128,0.001,0.0,g0.0
49,132.44332885742188,163.74542236328125,1,20,100,128,0.001,0.0,g0.0
50,158.90277099609375,158.33937072753906,1,20,100,128,0.001,0.0,g0.0
51,148.6986083984375,152.56771850585938,1,20,100,128,0.001,0.0,g0.0
52,133.64254760742188,146.4447021484375,1,20,100,128,0.001,0.0,g0.0
