,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name
0,306.83135986328125,340.5438232421875,1,20,100,128,0.001,0.0,g0
1,278.00384521484375,334.3954162597656,1,20,100,128,0.001,0.0,g0
2,283.2159118652344,325.7796936035156,1,20,100,128,0.001,0.0,g0
3,315.1893005371094,314.9053649902344,1,20,100,128,0.001,0.0,g0
4,249.47244262695312,302.4776916503906,1,20,100,128,0.001,0.0,g0
5,246.025390625,288.8221435546875,1,20,100,128,0.001,0.0,g0
6,229.30303955078125,274.3179016113281,1,20,100,128,0.001,0.0,g0
7,235.688232421875,259.1431884765625,1,20,100,128,0.001,0.0,g0
8,223.89877319335938,243.5504608154297,1,20,100,128,0.001,0.0,g0
9,201.15744018554688,227.7897491455078,1,20,100,128,0.001,0.0,g0
10,214.0322723388672,211.7736053466797,1,20,100,128,0.001,0.0,g0
11,181.41342163085938,195.69593811035156,1,20,100,128,0.001,0.0,g0
12,180.26870727539062,179.3638916015625,1,20,100,128,0.001,0.0,g0
13,119.41068267822266,162.90101623535156,1,20,100,128,0.001,0.0,g0
14,143.6207733154297,145.87704467773438,1,20,100,128,0.001,0.0,g0
15,145.32252502441406,127.68437957763672,1,20,100,128,0.001,0.0,g0
16,119.68057250976562,108.14324188232422,1,20,100,128,0.001,0.0,g0
17,83.44451141357422,88.15373992919922,1,20,100,128,0.001,0.0,g0
18,80.01866149902344,68.72100830078125,1,20,100,128,0.001,0.0,g0
19,50.854095458984375,52.86701965332031,1,20,100,128,0.001,0.0,g0
20,47.08966064453125,44.38079071044922,1,20,100,128,0.001,0.0,g0
21,35.388877868652344,45.249568939208984,1,20,100,128,0.001,0.0,g0
22,63.95185470581055,51.466651916503906,1,20,100,128,0.001,0.0,g0
23,67.44947814941406,54.83436584472656,1,20,100,128,0.001,0.0,g0
24,59.06903076171875,52.33061599731445,1,20,100,128,0.001,0.0,g0
25,62.101768493652344,47.659881591796875,1,20,100,128,0.001,0.0,g0
26,53.09175491333008,44.205810546875,1,20,100,128,0.001,0.0,g0
27,39.08302688598633,44.04132080078125,1,20,100,128,0.001,0.0,g0
28,47.33256530761719,46.365936279296875,1,20,100,128,0.001,0.0,g0
29,33.45868682861328,49.715972900390625,1,20,100,128,0.001,0.0,g0
30,58.543148040771484,52.701045989990234,1,20,100,128,0.001,0.0,g0
31,39.79408264160156,55.38300323486328,1,20,100,128,0.001,0.0,g0
32,38.43669891357422,57.27996826171875,1,20,100,128,0.001,0.0,g0
33,56.60089874267578,58.15764617919922,1,20,100,128,0.001,0.0,g0
34,42.83726501464844,58.5023078918457,1,20,100,128,0.001,0.0,g0
35,40.066162109375,58.46939468383789,1,20,100,128,0.001,0.0,g0
36,55.87134552001953,58.01453399658203,1,20,100,128,0.001,0.0,g0
37,43.16484832763672,57.21613693237305,1,20,100,128,0.001,0.0,g0
38,49.43943786621094,56.118595123291016,1,20,100,128,0.001,0.0,g0
39,33.54998779296875,55.03628158569336,1,20,100,128,0.001,0.0,g0
40,40.816978454589844,53.83222579956055,1,20,100,128,0.001,0.0,g0
41,40.966224670410156,52.61908721923828,1,20,100,128,0.001,0.0,g0
42,37.725860595703125,51.38078308105469,1,20,100,128,0.001,0.0,g0
43,31.353809356689453,50.35445022583008,1,20,100,128,0.001,0.0,g0
44,45.99222946166992,49.18622589111328,1,20,100,128,0.001,0.0,g0
45,52.655479431152344,48.012020111083984,1,20,100,128,0.001,0.0,g0
46,41.952186584472656,47.11643600463867,1,20,100,128,0.001,0.0,g0
47,45.49546432495117,46.32833480834961,1,20,100,128,0.001,0.0,g0
48,47.37644958496094,45.654632568359375,1,20,100,128,0.001,0.0,g0
49,42.779510498046875,45.165504455566406,1,20,100,128,0.001,0.0,g0
50,33.94731521606445,44.90924072265625,1,20,100,128,0.001,0.0,g0
51,38.87422561645508,44.79988098144531,1,20,100,128,0.001,0.0,g0
52,42.148170471191406,44.813514709472656,1,20,100,128,0.001,0.0,g0
53,35.70427703857422,44.95277404785156,1,20,100,128,0.001,0.0,g0
54,54.04484558105469,45.11968231201172,1,20,100,128,0.001,0.0,g0
55,43.91725158691406,45.32958984375,1,20,100,128,0.001,0.0,g0
56,49.723060607910156,45.40079879760742,1,20,100,128,0.001,0.0,g0
57,49.11632537841797,45.45659255981445,1,20,100,128,0.001,0.0,g0
58,37.636390686035156,45.60258865356445,1,20,100,128,0.001,0.0,g0
59,43.11617660522461,45.768699645996094,1,20,100,128,0.001,0.0,g0
60,60.48604202270508,45.87663650512695,1,20,100,128,0.001,0.0,g0
61,26.245365142822266,45.94401550292969,1,20,100,128,0.001,0.0,g0
62,50.30638885498047,46.00811004638672,1,20,100,128,0.001,0.0,g0
63,43.81392288208008,46.08082962036133,1,20,100,128,0.001,0.0,g0
64,43.190185546875,46.26016616821289,1,20,100,128,0.001,0.0,g0
