,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,window
0,295.883544921875,315.9979248046875,1,20,100,128,0.001,10.0,g10.0,1
1,251.89627075195312,75.07799530029297,1,20,100,128,0.001,10.0,g10.0,1
2,70.96875762939453,77.2334976196289,1,20,100,128,0.001,10.0,g10.0,1
3,73.58807373046875,256.2767333984375,1,20,100,128,0.001,10.0,g10.0,1
4,250.74319458007812,552.6754150390625,1,20,100,128,0.001,10.0,g10.0,1
5,548.8555908203125,916.3744506835938,1,20,100,128,0.001,10.0,g10.0,1
6,957.8856201171875,1301.3983154296875,1,20,100,128,0.001,10.0,g10.0,1
7,1320.986083984375,1678.0078125,1,20,100,128,0.001,10.0,g10.0,1
8,1676.9453125,2023.6802978515625,1,20,100,128,0.001,10.0,g10.0,1
9,2032.336669921875,2315.622314453125,1,20,100,128,0.001,10.0,g10.0,1
10,2335.34814453125,2539.010986328125,1,20,100,128,0.001,10.0,g10.0,1
11,2568.35546875,2691.71240234375,1,20,100,128,0.001,10.0,g10.0,1
12,2784.44287109375,2742.501953125,1,20,100,128,0.001,10.0,g10.0,1
13,2710.4208984375,2888.23876953125,1,20,100,128,0.001,10.0,g10.0,1
14,2920.989501953125,2929.44580078125,1,20,100,128,0.001,10.0,g10.0,1
15,3030.353515625,2801.311279296875,1,20,100,128,0.001,10.0,g10.0,1
16,2840.15087890625,2603.499755859375,1,20,100,128,0.001,10.0,g10.0,1
17,2556.2353515625,2357.299560546875,1,20,100,128,0.001,10.0,g10.0,1
18,2363.32568359375,2106.709716796875,1,20,100,128,0.001,10.0,g10.0,1
19,2131.43408203125,1852.9884033203125,1,20,100,128,0.001,10.0,g10.0,1
20,1881.803955078125,1603.1822509765625,1,20,100,128,0.001,10.0,g10.0,1
21,1618.7919921875,1360.97216796875,1,20,100,128,0.001,10.0,g10.0,1
22,1355.658203125,1132.5015869140625,1,20,100,128,0.001,10.0,g10.0,1
23,1232.7880859375,932.837158203125,1,20,100,128,0.001,10.0,g10.0,1
24,964.9725341796875,747.5341796875,1,20,100,128,0.001,10.0,g10.0,1
25,826.838134765625,589.4490356445312,1,20,100,128,0.001,10.0,g10.0,1
26,612.028076171875,450.689453125,1,20,100,128,0.001,10.0,g10.0,1
27,449.0299377441406,334.6458740234375,1,20,100,128,0.001,10.0,g10.0,1
28,314.4122619628906,240.740966796875,1,20,100,128,0.001,10.0,g10.0,1
29,241.5372772216797,170.24563598632812,1,20,100,128,0.001,10.0,g10.0,1
30,174.07533264160156,118.35566711425781,1,20,100,128,0.001,10.0,g10.0,1
31,108.94710540771484,82.8797378540039,1,20,100,128,0.001,10.0,g10.0,1
32,88.08679962158203,61.6165657043457,1,20,100,128,0.001,10.0,g10.0,1
33,57.600624084472656,51.61320495605469,1,20,100,128,0.001,10.0,g10.0,1
34,34.830474853515625,50.50371551513672,1,20,100,128,0.001,10.0,g10.0,1
35,51.35139083862305,55.91145706176758,1,20,100,128,0.001,10.0,g10.0,1
36,48.80048370361328,65.91142272949219,1,20,100,128,0.001,10.0,g10.0,1
37,59.859947204589844,78.33541870117188,1,20,100,128,0.001,10.0,g10.0,1
38,53.76830291748047,91.97356414794922,1,20,100,128,0.001,10.0,g10.0,1
39,72.5000991821289,105.68043518066406,1,20,100,128,0.001,10.0,g10.0,1
40,82.31936645507812,119.34000396728516,1,20,100,128,0.001,10.0,g10.0,1
41,109.3472671508789,129.8269805908203,1,20,100,128,0.001,10.0,g10.0,1
42,96.20890045166016,140.02622985839844,1,20,100,128,0.001,10.0,g10.0,1
43,112.77509307861328,147.9314727783203,1,20,100,128,0.001,10.0,g10.0,1
44,145.06723022460938,146.64942932128906,1,20,100,128,0.001,10.0,g10.0,1
45,98.63386535644531,105.72313690185547,1,20,100,128,0.001,10.0,g10.0,1
46,109.22332763671875,78.20649719238281,1,20,100,128,0.001,10.0,g10.0,1
47,76.24411010742188,60.8960075378418,1,20,100,128,0.001,10.0,g10.0,1
48,44.611663818359375,52.15865707397461,1,20,100,128,0.001,10.0,g10.0,1
49,44.324424743652344,50.071170806884766,1,20,100,128,0.001,10.0,g10.0,1
50,34.0911750793457,52.86285400390625,1,20,100,128,0.001,10.0,g10.0,1
51,60.60085678100586,59.077392578125,1,20,100,128,0.001,10.0,g10.0,1
52,59.57954406738281,67.29473876953125,1,20,100,128,0.001,10.0,g10.0,1
53,59.00325012207031,76.04630279541016,1,20,100,128,0.001,10.0,g10.0,1
54,71.69752502441406,85.1490707397461,1,20,100,128,0.001,10.0,g10.0,1
55,79.10374450683594,93.90970611572266,1,20,100,128,0.001,10.0,g10.0,1
56,91.93680572509766,100.6294937133789,1,20,100,128,0.001,10.0,g10.0,1
57,100.75137329101562,106.36824798583984,1,20,100,128,0.001,10.0,g10.0,1
58,118.96893310546875,110.2929916381836,1,20,100,128,0.001,10.0,g10.0,1
59,106.09072875976562,112.89485931396484,1,20,100,128,0.001,10.0,g10.0,1
60,106.57608795166016,115.21267700195312,1,20,100,128,0.001,10.0,g10.0,1
61,122.95579528808594,110.0686264038086,1,20,100,128,0.001,10.0,g10.0,1
62,109.65898132324219,104.88732147216797,1,20,100,128,0.001,10.0,g10.0,1
63,89.37740325927734,94.74176788330078,1,20,100,128,0.001,10.0,g10.0,1
64,98.95850372314453,87.81763458251953,1,20,100,128,0.001,10.0,g10.0,1
65,76.09556579589844,79.62484741210938,1,20,100,128,0.001,10.0,g10.0,1
66,75.13383483886719,73.38700866699219,1,20,100,128,0.001,10.0,g10.0,1
67,70.940673828125,68.20001983642578,1,20,100,128,0.001,10.0,g10.0,1
68,64.0413589477539,63.24888610839844,1,20,100,128,0.001,10.0,g10.0,1
69,60.81370544433594,59.21126174926758,1,20,100,128,0.001,10.0,g10.0,1
