,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,window
0,292.05078125,343.33575439453125,1,20,100,128,0.001,0.01,g0.01,1
1,314.7257080078125,342.27972412109375,1,20,100,128,0.001,0.01,g0.01,1
2,266.08148193359375,340.8132629394531,1,20,100,128,0.001,0.01,g0.01,1
3,246.2313232421875,338.9968566894531,1,20,100,128,0.001,0.01,g0.01,1
4,248.14288330078125,336.8633728027344,1,20,100,128,0.001,0.01,g0.01,1
5,280.2649230957031,334.4265441894531,1,20,100,128,0.001,0.01,g0.01,1
6,252.59805297851562,331.7429504394531,1,20,100,128,0.001,0.01,g0.01,1
7,274.7435302734375,328.8221130371094,1,20,100,128,0.001,0.01,g0.01,1
8,283.9236755371094,325.6846618652344,1,20,100,128,0.001,0.01,g0.01,1
9,304.3875732421875,322.3328857421875,1,20,100,128,0.001,0.01,g0.01,1
10,253.5581817626953,318.8479309082031,1,20,100,128,0.001,0.01,g0.01,1
11,267.2176513671875,315.2350158691406,1,20,100,128,0.001,0.01,g0.01,1
12,259.378662109375,311.5224914550781,1,20,100,128,0.001,0.01,g0.01,1
13,227.5067596435547,307.7470397949219,1,20,100,128,0.001,0.01,g0.01,1
14,248.24838256835938,303.8998107910156,1,20,100,128,0.001,0.01,g0.01,1
15,262.37939453125,299.9857482910156,1,20,100,128,0.001,0.01,g0.01,1
16,225.67849731445312,296.0517883300781,1,20,100,128,0.001,0.01,g0.01,1
17,241.2742462158203,292.0892333984375,1,20,100,128,0.001,0.01,g0.01,1
18,261.470458984375,288.08392333984375,1,20,100,128,0.001,0.01,g0.01,1
19,279.30474853515625,284.02001953125,1,20,100,128,0.001,0.01,g0.01,1
20,236.4664306640625,279.9512634277344,1,20,100,128,0.001,0.01,g0.01,1
21,247.89474487304688,275.8663635253906,1,20,100,128,0.001,0.01,g0.01,1
22,271.19915771484375,271.75994873046875,1,20,100,128,0.001,0.01,g0.01,1
23,265.6799621582031,267.6457214355469,1,20,100,128,0.001,0.01,g0.01,1
24,225.9585418701172,263.55322265625,1,20,100,128,0.001,0.01,g0.01,1
25,217.6742401123047,259.4874267578125,1,20,100,128,0.001,0.01,g0.01,1
26,201.00755310058594,255.47422790527344,1,20,100,128,0.001,0.01,g0.01,1
27,207.08473205566406,251.49693298339844,1,20,100,128,0.001,0.01,g0.01,1
28,209.22451782226562,247.54867553710938,1,20,100,128,0.001,0.01,g0.01,1
29,167.27102661132812,243.67103576660156,1,20,100,128,0.001,0.01,g0.01,1
30,213.12167358398438,239.80184936523438,1,20,100,128,0.001,0.01,g0.01,1
31,195.29505920410156,235.9618682861328,1,20,100,128,0.001,0.01,g0.01,1
32,215.51934814453125,232.1249542236328,1,20,100,128,0.001,0.01,g0.01,1
33,180.98544311523438,228.30125427246094,1,20,100,128,0.001,0.01,g0.01,1
34,183.26589965820312,224.47401428222656,1,20,100,128,0.001,0.01,g0.01,1
35,211.96023559570312,220.6143035888672,1,20,100,128,0.001,0.01,g0.01,1
36,226.86224365234375,216.6893310546875,1,20,100,128,0.001,0.01,g0.01,1
37,181.64686584472656,212.72804260253906,1,20,100,128,0.001,0.01,g0.01,1
