,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,window
0,271.3865966796875,316.0154113769531,1,20,100,128,0.001,0.01,g0.01,1
1,278.77978515625,315.1191711425781,1,20,100,128,0.001,0.01,g0.01,1
2,259.921142578125,313.7408752441406,1,20,100,128,0.001,0.01,g0.01,1
3,289.26690673828125,312.0826721191406,1,20,100,128,0.001,0.01,g0.01,1
4,335.34588623046875,310.1611633300781,1,20,100,128,0.001,0.01,g0.01,1
5,301.3739013671875,307.8351135253906,1,20,100,128,0.001,0.01,g0.01,1
6,329.0994873046875,305.2923278808594,1,20,100,128,0.001,0.01,g0.01,1
7,281.8038330078125,302.4372253417969,1,20,100,128,0.001,0.01,g0.01,1
8,295.46832275390625,299.3965759277344,1,20,100,128,0.001,0.01,g0.01,1
9,251.24984741210938,296.1521911621094,1,20,100,128,0.001,0.01,g0.01,1
10,264.1773376464844,292.79541015625,1,20,100,128,0.001,0.01,g0.01,1
11,235.46925354003906,289.3327331542969,1,20,100,128,0.001,0.01,g0.01,1
12,262.888916015625,285.81195068359375,1,20,100,128,0.001,0.01,g0.01,1
13,285.6134033203125,282.2194519042969,1,20,100,128,0.001,0.01,g0.01,1
14,296.9956359863281,278.5468444824219,1,20,100,128,0.001,0.01,g0.01,1
15,264.5711669921875,274.7880554199219,1,20,100,128,0.001,0.01,g0.01,1
16,287.41424560546875,271.0068054199219,1,20,100,128,0.001,0.01,g0.01,1
17,277.58740234375,267.17816162109375,1,20,100,128,0.001,0.01,g0.01,1
18,278.6689453125,263.31793212890625,1,20,100,128,0.001,0.01,g0.01,1
19,205.15208435058594,259.42926025390625,1,20,100,128,0.001,0.01,g0.01,1
20,242.45181274414062,255.57835388183594,1,20,100,128,0.001,0.01,g0.01,1
21,234.17782592773438,251.741943359375,1,20,100,128,0.001,0.01,g0.01,1
22,210.50579833984375,247.9288787841797,1,20,100,128,0.001,0.01,g0.01,1
23,209.55763244628906,244.16024780273438,1,20,100,128,0.001,0.01,g0.01,1
24,214.43751525878906,240.434814453125,1,20,100,128,0.001,0.01,g0.01,1
25,210.5518798828125,236.75160217285156,1,20,100,128,0.001,0.01,g0.01,1
26,207.76930236816406,233.1134796142578,1,20,100,128,0.001,0.01,g0.01,1
27,237.41055297851562,229.5144500732422,1,20,100,128,0.001,0.01,g0.01,1
28,224.69155883789062,225.945556640625,1,20,100,128,0.001,0.01,g0.01,1
29,187.7259063720703,222.41322326660156,1,20,100,128,0.001,0.01,g0.01,1
30,187.04373168945312,218.9426727294922,1,20,100,128,0.001,0.01,g0.01,1
31,192.06234741210938,215.53025817871094,1,20,100,128,0.001,0.01,g0.01,1
32,190.89852905273438,212.17051696777344,1,20,100,128,0.001,0.01,g0.01,1
33,194.3922576904297,208.86878967285156,1,20,100,128,0.001,0.01,g0.01,1
34,193.43536376953125,205.61944580078125,1,20,100,128,0.001,0.01,g0.01,1
35,186.30123901367188,202.4174346923828,1,20,100,128,0.001,0.01,g0.01,1
36,176.73223876953125,199.26795959472656,1,20,100,128,0.001,0.01,g0.01,1
37,179.2816925048828,196.17425537109375,1,20,100,128,0.001,0.01,g0.01,1
38,177.83642578125,193.1349639892578,1,20,100,128,0.001,0.01,g0.01,1
39,165.8311309814453,190.1547393798828,1,20,100,128,0.001,0.01,g0.01,1
40,184.29446411132812,187.24156188964844,1,20,100,128,0.001,0.01,g0.01,1
41,189.94879150390625,184.375244140625,1,20,100,128,0.001,0.01,g0.01,1
42,177.87518310546875,181.55068969726562,1,20,100,128,0.001,0.01,g0.01,1
43,150.22720336914062,178.7738800048828,1,20,100,128,0.001,0.01,g0.01,1
44,142.34866333007812,176.06541442871094,1,20,100,128,0.001,0.01,g0.01,1
45,128.83627319335938,173.424560546875,1,20,100,128,0.001,0.01,g0.01,1
46,134.01260375976562,170.85862731933594,1,20,100,128,0.001,0.01,g0.01,1
47,153.09393310546875,168.3531494140625,1,20,100,128,0.001,0.01,g0.01,1
48,163.1680908203125,165.89662170410156,1,20,100,128,0.001,0.01,g0.01,1
49,121.00314331054688,163.47708129882812,1,20,100,128,0.001,0.01,g0.01,1
50,164.4507293701172,161.12318420410156,1,20,100,128,0.001,0.01,g0.01,1
51,138.19459533691406,158.80484008789062,1,20,100,128,0.001,0.01,g0.01,1
52,198.9886932373047,156.5295867919922,1,20,100,128,0.001,0.01,g0.01,1
53,177.4812469482422,154.2618408203125,1,20,100,128,0.001,0.01,g0.01,1
54,152.11181640625,152.0188751220703,1,20,100,128,0.001,0.01,g0.01,1
55,146.29266357421875,149.81851196289062,1,20,100,128,0.001,0.01,g0.01,1
56,121.45687103271484,147.66099548339844,1,20,100,128,0.001,0.01,g0.01,1
57,129.81671142578125,145.55490112304688,1,20,100,128,0.001,0.01,g0.01,1
58,117.50276947021484,143.49642944335938,1,20,100,128,0.001,0.01,g0.01,1
59,112.78746032714844,141.4921875,1,20,100,128,0.001,0.01,g0.01,1
60,99.38197326660156,139.5442657470703,1,20,100,128,0.001,0.01,g0.01,1
61,125.24752807617188,137.65731811523438,1,20,100,128,0.001,0.01,g0.01,1
62,105.00581359863281,135.80532836914062,1,20,100,128,0.001,0.01,g0.01,1
63,97.01779174804688,134.00283813476562,1,20,100,128,0.001,0.01,g0.01,1
64,142.74185180664062,132.2487335205078,1,20,100,128,0.001,0.01,g0.01,1
65,101.84415435791016,130.5192108154297,1,20,100,128,0.001,0.01,g0.01,1
66,129.37509155273438,128.83572387695312,1,20,100,128,0.001,0.01,g0.01,1
67,111.32328033447266,127.17546844482422,1,20,100,128,0.001,0.01,g0.01,1
68,114.56800079345703,125.54796600341797,1,20,100,128,0.001,0.01,g0.01,1
69,113.38722229003906,123.95242309570312,1,20,100,128,0.001,0.01,g0.01,1
70,117.09101867675781,122.38507080078125,1,20,100,128,0.001,0.01,g0.01,1
71,90.25768280029297,120.85576629638672,1,20,100,128,0.001,0.01,g0.01,1
72,75.75541687011719,119.37388610839844,1,20,100,128,0.001,0.01,g0.01,1
73,101.11225891113281,117.94183349609375,1,20,100,128,0.001,0.01,g0.01,1
74,124.25624084472656,116.54473876953125,1,20,100,128,0.001,0.01,g0.01,1
75,83.65646362304688,115.1556167602539,1,20,100,128,0.001,0.01,g0.01,1
76,98.96617126464844,113.80342102050781,1,20,100,128,0.001,0.01,g0.01,1
77,118.70020294189453,112.47196960449219,1,20,100,128,0.001,0.01,g0.01,1
78,120.46085357666016,111.15958404541016,1,20,100,128,0.001,0.01,g0.01,1
79,96.91343688964844,109.86399841308594,1,20,100,128,0.001,0.01,g0.01,1
80,108.98316192626953,108.59867095947266,1,20,100,128,0.001,0.01,g0.01,1
81,110.72965240478516,107.34888458251953,1,20,100,128,0.001,0.01,g0.01,1
82,118.30538940429688,106.11296844482422,1,20,100,128,0.001,0.01,g0.01,1
83,94.40655517578125,104.89099884033203,1,20,100,128,0.001,0.01,g0.01,1
84,82.33192443847656,103.6968994140625,1,20,100,128,0.001,0.01,g0.01,1
85,111.17002868652344,102.53038787841797,1,20,100,128,0.001,0.01,g0.01,1
86,81.3056640625,101.3829574584961,1,20,100,128,0.001,0.01,g0.01,1
87,90.12818908691406,100.26544952392578,1,20,100,128,0.001,0.01,g0.01,1
88,86.67018127441406,99.17453002929688,1,20,100,128,0.001,0.01,g0.01,1
89,69.7913589477539,98.11282348632812,1,20,100,128,0.001,0.01,g0.01,1
90,104.62612915039062,97.08378601074219,1,20,100,128,0.001,0.01,g0.01,1
91,55.968292236328125,96.07225799560547,1,20,100,128,0.001,0.01,g0.01,1
92,108.82428741455078,95.09764862060547,1,20,100,128,0.001,0.01,g0.01,1
93,99.39473724365234,94.12906646728516,1,20,100,128,0.001,0.01,g0.01,1
94,75.54483795166016,93.17644500732422,1,20,100,128,0.001,0.01,g0.01,1
95,97.58418273925781,92.24781036376953,1,20,100,128,0.001,0.01,g0.01,1
96,76.7173080444336,91.33488464355469,1,20,100,128,0.001,0.01,g0.01,1
97,65.59114074707031,90.45033264160156,1,20,100,128,0.001,0.01,g0.01,1
98,100.84884643554688,89.5909423828125,1,20,100,128,0.001,0.01,g0.01,1
99,78.47846984863281,88.74354553222656,1,20,100,128,0.001,0.01,g0.01,1
0,286.97943115234375,315.9991149902344,2,20,100,128,0.001,0.01,g0.01,1
1,287.99285888671875,314.9608154296875,2,20,100,128,0.001,0.01,g0.01,1
2,284.6997375488281,313.51287841796875,2,20,100,128,0.001,0.01,g0.01,1
3,305.5175476074219,311.7444763183594,2,20,100,128,0.001,0.01,g0.01,1
4,295.67425537109375,309.6292419433594,2,20,100,128,0.001,0.01,g0.01,1
5,284.7923278808594,307.2166748046875,2,20,100,128,0.001,0.01,g0.01,1
6,298.3011169433594,304.558349609375,2,20,100,128,0.001,0.01,g0.01,1
7,263.1766357421875,301.6471252441406,2,20,100,128,0.001,0.01,g0.01,1
8,276.12188720703125,298.57208251953125,2,20,100,128,0.001,0.01,g0.01,1
9,264.3056640625,295.3438415527344,2,20,100,128,0.001,0.01,g0.01,1
10,292.8483581542969,291.98419189453125,2,20,100,128,0.001,0.01,g0.01,1
11,291.4383544921875,288.5013122558594,2,20,100,128,0.001,0.01,g0.01,1
12,237.0019073486328,284.9008483886719,2,20,100,128,0.001,0.01,g0.01,1
13,317.59796142578125,281.275146484375,2,20,100,128,0.001,0.01,g0.01,1
14,236.08099365234375,277.5262451171875,2,20,100,128,0.001,0.01,g0.01,1
15,252.65057373046875,273.7555847167969,2,20,100,128,0.001,0.01,g0.01,1
16,228.98391723632812,269.95343017578125,2,20,100,128,0.001,0.01,g0.01,1
17,201.5684814453125,266.1464538574219,2,20,100,128,0.001,0.01,g0.01,1
18,247.4371337890625,262.3677062988281,2,20,100,128,0.001,0.01,g0.01,1
19,233.97215270996094,258.5791931152344,2,20,100,128,0.001,0.01,g0.01,1
20,237.9376983642578,254.7996826171875,2,20,100,128,0.001,0.01,g0.01,1
21,216.35169982910156,251.0323486328125,2,20,100,128,0.001,0.01,g0.01,1
22,245.6854248046875,247.29266357421875,2,20,100,128,0.001,0.01,g0.01,1
23,238.02023315429688,243.55738830566406,2,20,100,128,0.001,0.01,g0.01,1
24,224.82492065429688,239.84954833984375,2,20,100,128,0.001,0.01,g0.01,1
25,236.16224670410156,236.16339111328125,2,20,100,128,0.001,0.01,g0.01,1
26,180.32168579101562,232.5219268798828,2,20,100,128,0.001,0.01,g0.01,1
27,197.62889099121094,228.9512176513672,2,20,100,128,0.001,0.01,g0.01,1
28,175.71890258789062,225.43455505371094,2,20,100,128,0.001,0.01,g0.01,1
29,202.24087524414062,221.98760986328125,2,20,100,128,0.001,0.01,g0.01,1
30,210.87266540527344,218.5860595703125,2,20,100,128,0.001,0.01,g0.01,1
31,170.86831665039062,215.2206268310547,2,20,100,128,0.001,0.01,g0.01,1
32,196.0340576171875,211.91998291015625,2,20,100,128,0.001,0.01,g0.01,1
33,198.93385314941406,208.66526794433594,2,20,100,128,0.001,0.01,g0.01,1
34,186.72235107421875,205.45347595214844,2,20,100,128,0.001,0.01,g0.01,1
35,146.69308471679688,202.29734802246094,2,20,100,128,0.001,0.01,g0.01,1
36,158.5675811767578,199.2194061279297,2,20,100,128,0.001,0.01,g0.01,1
37,159.606201171875,196.21176147460938,2,20,100,128,0.001,0.01,g0.01,1
38,170.81558227539062,193.26234436035156,2,20,100,128,0.001,0.01,g0.01,1
39,203.96339416503906,190.3605194091797,2,20,100,128,0.001,0.01,g0.01,1
40,192.9351348876953,187.4842987060547,2,20,100,128,0.001,0.01,g0.01,1
41,125.23037719726562,184.65638732910156,2,20,100,128,0.001,0.01,g0.01,1
42,157.13905334472656,181.90667724609375,2,20,100,128,0.001,0.01,g0.01,1
43,144.31997680664062,179.21051025390625,2,20,100,128,0.001,0.01,g0.01,1
44,141.11737060546875,176.5704803466797,2,20,100,128,0.001,0.01,g0.01,1
45,172.00543212890625,173.99310302734375,2,20,100,128,0.001,0.01,g0.01,1
46,141.21780395507812,171.44281005859375,2,20,100,128,0.001,0.01,g0.01,1
47,169.84011840820312,168.9426727294922,2,20,100,128,0.001,0.01,g0.01,1
48,161.701171875,166.47506713867188,2,20,100,128,0.001,0.01,g0.01,1
49,136.02786254882812,164.04942321777344,2,20,100,128,0.001,0.01,g0.01,1
50,150.26614379882812,161.67526245117188,2,20,100,128,0.001,0.01,g0.01,1
51,125.97919464111328,159.3414764404297,2,20,100,128,0.001,0.01,g0.01,1
52,164.8759765625,157.07302856445312,2,20,100,128,0.001,0.01,g0.01,1
53,158.6684112548828,154.82688903808594,2,20,100,128,0.001,0.01,g0.01,1
54,148.608154296875,152.61180114746094,2,20,100,128,0.001,0.01,g0.01,1
55,139.48316955566406,150.43109130859375,2,20,100,128,0.001,0.01,g0.01,1
56,162.50692749023438,148.29257202148438,2,20,100,128,0.001,0.01,g0.01,1
57,130.2520751953125,146.1838836669922,2,20,100,128,0.001,0.01,g0.01,1
58,143.07452392578125,144.1243896484375,2,20,100,128,0.001,0.01,g0.01,1
59,127.16761016845703,142.10675048828125,2,20,100,128,0.001,0.01,g0.01,1
60,120.95106506347656,140.13555908203125,2,20,100,128,0.001,0.01,g0.01,1
61,122.41619873046875,138.212646484375,2,20,100,128,0.001,0.01,g0.01,1
62,111.88789367675781,136.33460998535156,2,20,100,128,0.001,0.01,g0.01,1
63,101.50611877441406,134.50604248046875,2,20,100,128,0.001,0.01,g0.01,1
64,101.09159088134766,132.7266082763672,2,20,100,128,0.001,0.01,g0.01,1
65,138.5390167236328,130.98837280273438,2,20,100,128,0.001,0.01,g0.01,1
66,133.91661071777344,129.27090454101562,2,20,100,128,0.001,0.01,g0.01,1
67,113.30593872070312,127.5810546875,2,20,100,128,0.001,0.01,g0.01,1
68,97.08842468261719,125.9289779663086,2,20,100,128,0.001,0.01,g0.01,1
69,97.16670227050781,124.31939697265625,2,20,100,128,0.001,0.01,g0.01,1
70,106.01627349853516,122.75140380859375,2,20,100,128,0.001,0.01,g0.01,1
71,101.11155700683594,121.2165298461914,2,20,100,128,0.001,0.01,g0.01,1
72,99.98283386230469,119.71501922607422,2,20,100,128,0.001,0.01,g0.01,1
73,89.5303955078125,118.25015258789062,2,20,100,128,0.001,0.01,g0.01,1
74,86.02153778076172,116.82492065429688,2,20,100,128,0.001,0.01,g0.01,1
75,114.61604309082031,115.4343032836914,2,20,100,128,0.001,0.01,g0.01,1
76,133.87106323242188,114.06271362304688,2,20,100,128,0.001,0.01,g0.01,1
77,103.95763397216797,112.69854736328125,2,20,100,128,0.001,0.01,g0.01,1
78,83.28414154052734,111.36592102050781,2,20,100,128,0.001,0.01,g0.01,1
79,101.29299926757812,110.0655288696289,2,20,100,128,0.001,0.01,g0.01,1
80,94.34870910644531,108.78788757324219,2,20,100,128,0.001,0.01,g0.01,1
81,64.66273498535156,107.5419921875,2,20,100,128,0.001,0.01,g0.01,1
82,87.9616470336914,106.3417739868164,2,20,100,128,0.001,0.01,g0.01,1
83,96.3814468383789,105.17021942138672,2,20,100,128,0.001,0.01,g0.01,1
84,93.9918441772461,104.01573181152344,2,20,100,128,0.001,0.01,g0.01,1
85,114.88243865966797,102.89344787597656,2,20,100,128,0.001,0.01,g0.01,1
86,75.93046569824219,101.7800521850586,2,20,100,128,0.001,0.01,g0.01,1
87,95.7265625,100.69842529296875,2,20,100,128,0.001,0.01,g0.01,1
88,90.32435607910156,99.64128875732422,2,20,100,128,0.001,0.01,g0.01,1
89,72.16477966308594,98.6017837524414,2,20,100,128,0.001,0.01,g0.01,1
90,91.58724975585938,97.59033203125,2,20,100,128,0.001,0.01,g0.01,1
91,75.19873809814453,96.59600830078125,2,20,100,128,0.001,0.01,g0.01,1
92,89.4476318359375,95.62224578857422,2,20,100,128,0.001,0.01,g0.01,1
93,86.4046859741211,94.66179656982422,2,20,100,128,0.001,0.01,g0.01,1
94,82.84673309326172,93.7240219116211,2,20,100,128,0.001,0.01,g0.01,1
