,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,dgd_window
0,265.5713195800781,311.58782958984375,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
1,316.31781005859375,889.4239501953125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
2,952.0621337890625,1444.844482421875,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
3,1510.928466796875,1737.600830078125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
4,1654.0714111328125,1831.999267578125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
5,1762.075927734375,1518.3887939453125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
6,1470.054931640625,1022.56591796875,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
7,976.1563720703125,518.7850952148438,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
8,473.37835693359375,170.26150512695312,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
9,172.21163940429688,50.12919998168945,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
10,38.766990661621094,135.18954467773438,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
11,125.40019226074219,336.06134033203125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
12,328.7798767089844,542.4088134765625,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
13,558.0090942382812,644.7860107421875,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
14,665.8424072265625,626.4542846679688,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
15,590.1737670898438,297.3075866699219,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
16,307.03717041015625,96.63465881347656,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
17,94.73963928222656,53.722320556640625,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
18,43.67134094238281,143.25906372070312,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
19,119.24940490722656,297.8805847167969,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
20,289.9282531738281,431.510986328125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
21,411.34466552734375,500.65863037109375,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
22,430.02435302734375,509.0262756347656,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
23,449.28692626953125,365.3524169921875,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
24,342.3148193359375,218.24713134765625,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
25,208.85195922851562,105.77421569824219,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
26,80.52200317382812,53.1296501159668,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
27,47.55625534057617,62.29930114746094,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
28,64.9146728515625,109.51708221435547,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
29,111.38456726074219,167.1973876953125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
30,166.18197631835938,202.5189971923828,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
31,202.91302490234375,209.8448486328125,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
32,221.9444122314453,116.62968444824219,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
33,120.59967803955078,59.8167610168457,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
34,53.66389465332031,53.06239318847656,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
35,45.71563720703125,86.39701843261719,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
36,71.51123046875,136.89048767089844,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
37,111.83937072753906,183.1760711669922,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
38,188.03915405273438,184.45469665527344,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
39,203.15272521972656,52.29576110839844,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
40,44.226322174072266,224.1297149658203,1,3,256,128,0.01,9.0,l3_h256_bs128_lr0.01_g9.0_w1_m0.9,1
