,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,dgd_window
0,299.21502685546875,359.240234375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
1,317.40283203125,324.443603515625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
2,282.416259765625,297.38922119140625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
3,271.79449462890625,276.609130859375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
4,249.35794067382812,264.0242919921875,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
5,243.4154052734375,269.831787109375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
6,210.306640625,261.182861328125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
7,244.33616638183594,246.6947784423828,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
8,209.5713348388672,237.830322265625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
9,231.45118713378906,219.15272521972656,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
10,199.68124389648438,205.2470703125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
11,184.7525634765625,192.12867736816406,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
12,185.2286376953125,179.3953094482422,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
13,183.80032348632812,174.8662109375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
14,164.38711547851562,174.93759155273438,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
15,190.90438842773438,179.0526123046875,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
16,154.65005493164062,187.29937744140625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
17,181.78514099121094,197.439453125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
18,175.09329223632812,207.71514892578125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
19,221.03099060058594,218.28375244140625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
20,202.55874633789062,215.99850463867188,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
21,182.3136749267578,213.78416442871094,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
22,209.72483825683594,198.2852020263672,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
23,187.50704956054688,188.8231201171875,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
24,194.4870147705078,185.52960205078125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
25,162.5321502685547,183.7655792236328,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
26,176.2860107421875,184.7568359375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
27,188.73019409179688,182.8707275390625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
28,176.80148315429688,186.3954620361328,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
29,212.79898071289062,190.2227325439453,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
30,155.63482666015625,200.34718322753906,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
31,190.38340759277344,210.39691162109375,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
32,205.78863525390625,222.3573760986328,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
33,210.2413787841797,235.82347106933594,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
34,251.8508758544922,255.2439422607422,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
35,252.1919708251953,282.97528076171875,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
36,271.89501953125,328.185791015625,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
37,317.1467590332031,387.0632019042969,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
38,376.10247802734375,442.07891845703125,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
39,375.57537841796875,485.6161193847656,1,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
0,292.6200256347656,279.3995056152344,2,1,64,128,0.1,0.01,l1_h64_bs128_lr0.1_g0.01_w2_adam,2
