,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,dgd_window
0,289.19970703125,313.8581237792969,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
1,273.85662841796875,113.10619354248047,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
2,89.24882507324219,211781.90625,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
3,212165.875,100.72691345214844,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
4,101.75968933105469,325.5564880371094,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
5,334.5858154296875,320.4877014160156,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
6,293.2522277832031,326.06280517578125,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
7,316.0341796875,322.29779052734375,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
8,251.65603637695312,4737.6865234375,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
9,4730.00048828125,310.3321228027344,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
10,264.3526306152344,306.40234375,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
11,298.0998840332031,295.568359375,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
12,246.67425537109375,1325.8682861328125,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
13,1353.9498291015625,248.5487518310547,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
14,220.45306396484375,241.85855102539062,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
15,211.1752166748047,142.17620849609375,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
16,113.5616455078125,138.14120483398438,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
17,125.8812026977539,121.79281616210938,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
18,114.36738586425781,142.0731201171875,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
19,107.34528350830078,134.79588317871094,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
20,96.53529357910156,104.16128540039062,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
21,86.99449157714844,86.9997329711914,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
22,81.10674285888672,51.040767669677734,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
23,38.30376434326172,63.69049072265625,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
24,53.01972961425781,84.46099853515625,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
25,81.48112487792969,71.64569091796875,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
26,66.82379913330078,53.73590087890625,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
27,39.547950744628906,51.89141845703125,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
28,43.569671630859375,65.34278106689453,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
29,47.93003845214844,79.51419067382812,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
30,84.22422790527344,81.20414733886719,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
31,55.831398010253906,73.90161895751953,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
32,40.91492462158203,61.818321228027344,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
33,50.21318817138672,51.75556564331055,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
34,54.80588150024414,51.43312454223633,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
35,45.642181396484375,58.19944763183594,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
36,54.44541931152344,61.28721618652344,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
37,47.1773796081543,55.97018051147461,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
38,51.742218017578125,50.49802780151367,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
39,45.29741668701172,51.02496337890625,1,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
0,281.354248046875,313.95074462890625,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
1,280.83673095703125,127.85697174072266,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
2,100.05656433105469,86514.234375,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
3,86774.625,107.82154846191406,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
4,85.91178894042969,316.322021484375,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
5,299.62371826171875,315.7806396484375,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
6,274.45819091796875,334.2438049316406,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
7,310.147216796875,357.92596435546875,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
8,362.22113037109375,158.5726318359375,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
9,133.5807342529297,109938104.0,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
10,109941000.0,313.8557434082031,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
11,282.8241271972656,316.5623779296875,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
12,311.2590026855469,329.217529296875,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
13,291.3423767089844,318.2038269042969,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
14,306.31854248046875,318.7483215332031,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
15,282.6047058105469,318.7479553222656,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
16,307.8958435058594,318.38848876953125,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
17,255.0352325439453,321.3275146484375,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
18,293.90411376953125,315.23944091796875,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
19,339.2364501953125,311.84820556640625,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
20,286.38214111328125,306.69696044921875,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
21,307.112060546875,299.39825439453125,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
22,271.69464111328125,290.16168212890625,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
23,291.00830078125,276.4259948730469,2,20,100,128,0.1,0.0,l20_h100_bs128_lr0.1_g0.0_w1_adam,1
