,loss_train,loss_test,experiment,depth,width,batch_size,lr,gamma,name,dgd_window
0,262.8170166015625,311.5895080566406,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
1,324.797607421875,328.96392822265625,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
2,267.6801452636719,346.0108337402344,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
3,336.76177978515625,344.5946044921875,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
4,327.5948791503906,309.454833984375,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
5,249.3751220703125,271.1368408203125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
6,240.76962280273438,234.45509338378906,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
7,203.3734130859375,199.22279357910156,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
8,151.35733032226562,166.8114471435547,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
9,147.3969268798828,138.524658203125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
10,117.77281188964844,114.24932861328125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
11,112.93421936035156,94.17897033691406,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
12,74.99579620361328,78.29105377197266,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
13,75.48585510253906,66.47042083740234,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
14,51.39019012451172,58.155513763427734,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
15,54.45555877685547,53.01579284667969,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
16,42.843727111816406,50.50526428222656,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
17,44.601646423339844,50.090049743652344,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
18,35.34870529174805,51.10625457763672,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
19,37.20894241333008,53.09249496459961,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
20,52.700294494628906,55.34893798828125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
21,52.68730163574219,57.9187126159668,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
22,50.62287139892578,60.25908660888672,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
23,53.9603271484375,61.96500015258789,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
24,61.935874938964844,63.23912811279297,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
25,58.21317672729492,64.32649993896484,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
26,55.22227478027344,64.1758041381836,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
27,54.6383056640625,63.04328155517578,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
28,61.39945983886719,61.732948303222656,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
29,48.31819152832031,60.07902908325195,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
30,55.050498962402344,58.20228576660156,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
31,52.831016540527344,56.4696159362793,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
32,61.97235870361328,54.876617431640625,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
33,51.268959045410156,53.54869842529297,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
34,48.1976318359375,52.45622634887695,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
35,49.9639892578125,51.555789947509766,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
36,41.59107971191406,50.851348876953125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
37,33.5091667175293,50.411895751953125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
38,40.6106071472168,50.13190460205078,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
39,36.004520416259766,50.03077697753906,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
40,43.79327392578125,50.07511901855469,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
41,30.621950149536133,50.23074722290039,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
42,43.71873474121094,50.45877456665039,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
43,45.378238677978516,50.71320343017578,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
44,65.18171691894531,50.911163330078125,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
45,51.00096893310547,51.1154670715332,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
46,48.06841278076172,51.25786209106445,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
47,34.82926940917969,51.44047164916992,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
48,33.03523254394531,51.6329231262207,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
49,33.41543960571289,51.81462860107422,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
50,23.500328063964844,51.98101806640625,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
51,42.28413391113281,51.85417175292969,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
52,42.919864654541016,51.70490264892578,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
53,29.47472381591797,51.528907775878906,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
54,45.322166442871094,51.52045822143555,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
55,25.882413864135742,53.32838439941406,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
56,50.09041976928711,55.309139251708984,1,3,256,128,0.01,0.5,l3_h256_bs128_lr0.01_g0.5_w1_m0.9,1
